Country Name,Country Code,Series Name,Series Code,1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020],2023 [YR2023]
Low income,LIC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,39574506237.8801,76725868427.8833,98772842330.1669,101933136911.46,..
Lower middle income,LMC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,121449375102.323,179249932834.188,368135296491.21,693753949411.827,816431945426.122,965799638340.102,1350664199876.3
Lower middle income,LMC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,169568471367.447,215853577066.308,421464779835.765,887399295810.68,1122799162145.57,1210651206682.43,1774222851959.85
Middle East & North Africa,MEA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,211549513233.455,241507053227.193,412131980512.152,702415212328.826,868475239299.767,775460102037.859,1090849398193.27
Middle East & North Africa (excluding high income),MNA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,207148224057.259,325910182321.69,232645904851.76,209768107946.613,420234269029.704
Middle East & North Africa (excluding high income),MNA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,152403267243.338,280732381260.554,306120090957.236,271556903453.195,374148383356.456
Middle East & North Africa (IDA & IBRD countries),TMN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,207130441602.824,325838317455.526,231064801499.768,208044545659.417,418147326196.478
Middle East & North Africa (IDA & IBRD countries),TMN,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,149319185208.398,276663844994.256,299909261327.837,264839200945.459,364049135764.746
Middle income,MIC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,704605272360.395,980174103462.671,2227840904521.31,4052820519084.74,4851544787218.24,5506508483782.02,7499801007019.77
Middle income,MIC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,757822831944.945,990537637621.551,2038713329781.75,3867244346030.97,4621612259070.75,5104388590699.06,7204605411574.29
North America,NAC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,768148507165.959,1073006162975.74,1283603491873.48,1682652503176.17,1922534316833.35,1824418191025.64,2614377530191.14
North America,NAC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,917111336784.825,1476097510444.92,2016788773856.03,2341665688039.02,2703933839355.45,2768489082848.26,3680306388684.26
Not classified,INX,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..
Not classified,INX,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,..,..,..
OECD members,OED,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,3635727295806.56,4469119088949.51,6656319878298.01,8795135087089.91,9317798520276.92,9776613973787.73,13105408239040.9
OECD members,OED,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3573381210324.82,4744530224689.04,7217431632215.62,9246826013417.32,9696381255887.32,10182981495899.5,13792609654097.8
Other small states,OSS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,17573855038.7253,21943467130.0758,37278341191.7061,52736956032.6029,57923114770.702,61355033497.479,89420141996.9306
Other small states,OSS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19963276349.6865,24209375730.7671,43492568326.4004,58186388508.6557,67830958884.9518,72943398845.8344,107891517311.522
Pacific island small states,PSS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,810919905.552191,722465606.532938,962121837.251771,1278647596.062,1610879536.5974,1439421494.61336,..
Pacific island small states,PSS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1355581758.85945,1335215178.8373,2395528492.03708,3098639401.26476,3717803479.94215,3189627940.36175,..
Post-demographic dividend,PST,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,3746801140994.43,4454931911344.29,6599765909964.63,8716242067824.05,9119234387500.11,9463429435720.84,12460198420310.5
Post-demographic dividend,PST,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3675416694397.9,4690828130527.25,7105512715739.34,9145119243561.13,9509854167798.79,9975097911207.14,13155844972900.2
Pre-demographic dividend,PRE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,153423268290.664,279204074449.197,222493522219.357,219920832494.09,360836757136.773
Pre-demographic dividend,PRE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,108109742249.335,208587892831.742,244321985560.725,239576661937.34,321250580989.971
Small states,SST,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,20529748902.9815,25332959751.3094,41698166732.886,59244869168.6579,64707453736.9074,69471585898.5571,106604941056.022
Small states,SST,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,25605383688.2664,31860840761.1825,53987783281.724,70905833396.6818,82321802709.4198,85453109937.4578,128277336457.641
South Asia,SAS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,47762931122.4208,64900865925.7297,134880207795.86,282338798311.617,339554682695.474,348566452634.328,532525368127.822
South Asia,SAS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,62170840583.9557,80978652407.2573,181316845428.489,441910751930.203,522502842285.613,504159151271.331,834661219183.346
South Asia (IDA & IBRD),TSA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,47762931122.4208,64900865925.7297,134880207795.86,282338798311.617,339554682695.474,348566452634.328,532525368127.822
South Asia (IDA & IBRD),TSA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,62170840583.9557,80978652407.2573,181316845428.489,441910751930.203,522502842285.613,504159151271.331,834661219183.346
Sub-Saharan Africa,SSF,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,67810476665.6074,96907508850.2174,207978703038.628,356306691816.8,289581762267.055,297741662554.893,420699314715.674
Sub-Saharan Africa,SSF,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,67464812231.1602,75874995720.4869,168939672483.243,298501365582.197,343234477427.253,312557715798.564,428877774133.157
Sub-Saharan Africa (excluding high income),SSA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,67763758480.7172,96707142501.4977,207623480486.408,355911637082.129,289131110368.391,297268799223.725,420160495363.747
Sub-Saharan Africa (excluding high income),SSA,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,67258514479.3541,75557207940.9316,168282044998.24,297720991172.837,342311713928.452,311728760644.37,427393218183.701
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,67810476665.6074,96907508850.2174,207978703038.628,356306691816.8,289581762267.055,297741662554.894,420699314715.675
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,67464812231.1603,75874995720.4869,168939672483.243,298501365582.197,343234477427.253,312557715798.564,428877774133.157
Upper middle income,UMC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,582653409732.68,800460421937.776,1859639119077.21,3358672062414.03,4034956280934.86,4539470746797.3,6147034646628.04
Upper middle income,UMC,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,588544041479.496,774769085621.07,1618141652100.52,2980434121094.04,3498413127389.46,3892986659008,5427695322946.22
World,WLD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,5043834791237.69,6239527070012.77,10263684164978.4,14889692185162,16157940131312.6,17204980105006.4,23111387992029.7
World,WLD,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4892044532366.12,6256439396000.03,10127598016901.4,14523867484268,15826920097389.6,16842103399859.5,22798217975702.9
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,
